Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
13,No,0,NL02,Batter,1,NL,2002,Brian Giles,PIT,27.0,0.0,6%,5.3,153.0,497.0,95.0,148.0,38.0,103.0,15.0,135.0,0.298,0.45,0.622,1.072,,,,,,,,,,,,
14,No,0,NL02,Batter,1,NL,2002,Pat Burrell,PHI,8.0,0.0,2%,4.6,157.0,586.0,96.0,165.0,37.0,116.0,1.0,89.0,0.282,0.376,0.544,0.92,,,,,,,,,,,,
15,No,0,NL02,Batter,1,NL,2002,Junior Spivey,ARI,8.0,0.0,2%,3.9,143.0,538.0,103.0,162.0,16.0,78.0,11.0,65.0,0.301,0.389,0.476,0.865,,,,,,,,,,,,
16,No,0,NL02,Batter,1,NL,2002,Andruw Jones,ATL,7.0,0.0,2%,6.5,154.0,560.0,91.0,148.0,35.0,94.0,8.0,83.0,0.264,0.366,0.513,0.878,,,,,,,,,,,,
17,No,0,NL02,Batter,1,NL,2002,Jim Edmonds,STL,6.0,0.0,1%,6.7,144.0,476.0,96.0,148.0,28.0,83.0,4.0,86.0,0.311,0.42,0.561,0.981,,,,,,,,,,,,
18,No,0,NL02,Batter,1,NL,2002,Gary Sheffield,ATL,6.0,0.0,1%,4.4,135.0,492.0,82.0,151.0,25.0,84.0,12.0,72.0,0.307,0.404,0.512,0.916,,,,,,,,,,,,
19,No,0,NL02,Batter,1,NL,2002,Todd Helton,COL,3.0,0.0,1%,6.3,156.0,553.0,107.0,182.0,30.0,109.0,5.0,99.0,0.329,0.429,0.577,1.006,,,,,,,,,,,,
20,No,0,NL02,Batter,1,NL,2002,Édgar Rentería,STL,2.0,0.0,0%,4.3,152.0,544.0,77.0,166.0,11.0,83.0,22.0,49.0,0.305,0.364,0.439,0.803,,,,,,,,,,,,
21,No,0,NL02,Batter,1,NL,2002,Benito Santiago,SFG,2.0,0.0,0%,2.7,126.0,478.0,56.0,133.0,16.0,74.0,4.0,27.0,0.278,0.315,0.45,0.765,,,,,,,,,,,,
22,No,0,NL02,Batter,1,NL,2002,Larry Walker,COL,2.0,0.0,0%,6.1,136.0,477.0,95.0,161.0,26.0,104.0,6.0,65.0,0.338,0.421,0.602,1.023,,,,,,,,,,,,
23,No,0,NL02,Pitcher,0,NL,2002,Roy Oswalt,HOU,1.0,0.0,0%,6.9,33.0,77.0,5.0,10.0,0.0,4.0,0.0,4.0,0.13,0.183,0.156,0.339,19.0,9.0,3.01,1.189,35.0,34.0,0.0,233.0,215.0,17.0,62.0,208.0
24,No,0,NL02,Batter,1,NL,2002,José Vidro,MON,1.0,0.0,0%,5.4,152.0,604.0,103.0,190.0,19.0,96.0,2.0,60.0,0.315,0.378,0.49,0.868,,,,,,,,,,,,
1,Yes,1,AL03,Batter,1,AL,2003,Alex Rodriguez,TEX,242.0,6.0,62%,8.4,161.0,607.0,124.0,181.0,47.0,118.0,17.0,87.0,0.298,0.396,0.6,0.995,,,,,,,,,,,,
2,No,0,AL03,Batter,1,AL,2003,Carlos Delgado,TOR,213.0,5.0,54%,5.9,161.0,570.0,117.0,172.0,42.0,145.0,0.0,109.0,0.302,0.426,0.593,1.019,,,,,,,,,,,,
3,No,0,AL03,Batter,1,AL,2003,Jorge Posada,NYY,194.0,5.0,49%,5.9,142.0,481.0,83.0,135.0,30.0,101.0,2.0,93.0,0.281,0.405,0.518,0.922,,,,,,,,,,,,
4,No,0,AL03,Batter,1,AL,2003,Shannon Stewart,TOT,140.0,3.0,36%,3.1,136.0,573.0,90.0,176.0,13.0,73.0,4.0,52.0,0.307,0.364,0.459,0.823,,,,,,,,,,,,
5,No,0,AL03,Batter,1,AL,2003,David Ortiz,BOS,130.0,4.0,33%,3.4,128.0,448.0,79.0,129.0,31.0,101.0,0.0,58.0,0.288,0.369,0.592,0.961,,,,,,,,,,,,
6,No,0,AL03,Batter,1,AL,2003,Manny Ramirez,BOS,100.0,1.0,26%,5.4,154.0,569.0,117.0,185.0,37.0,104.0,3.0,97.0,0.325,0.427,0.587,1.014,,,,,,,,,,,,
7,No,0,AL03,Batter,1,AL,2003,Nomar Garciaparra,BOS,99.0,1.0,25%,6.1,156.0,658.0,120.0,198.0,28.0,105.0,19.0,39.0,0.301,0.345,0.524,0.87,,,,,,,,,,,,
8,No,0,AL03,Batter,1,AL,2003,Vernon Wells,TOR,84.0,1.0,21%,4.5,161.0,678.0,118.0,215.0,33.0,117.0,4.0,42.0,0.317,0.359,0.55,0.909,,,,,,,,,,,,
9,No,0,AL03,Batter,1,AL,2003,Carlos Beltrán,KCR,77.0,0.0,20%,5.8,141.0,521.0,102.0,160.0,26.0,100.0,41.0,72.0,0.307,0.389,0.522,0.911,,,,,,,,,,,,
10,No,0,AL03,Batter,1,AL,2003,Bret Boone,SEA,65.0,0.0,17%,5.9,159.0,622.0,111.0,183.0,35.0,117.0,16.0,68.0,0.294,0.366,0.535,0.902,,,,,,,,,,,,
11,No,0,AL03,Batter,1,AL,2003,Miguel Tejada,OAK,49.0,1.0,13%,4.9,162.0,636.0,98.0,177.0,27.0,106.0,10.0,53.0,0.278,0.336,0.472,0.807,,,,,,,,,,,,
12,No,0,AL03,Batter,1,AL,2003,Bill Mueller,BOS,45.0,0.0,11%,5.6,146.0,524.0,85.0,171.0,19.0,85.0,1.0,59.0,0.326,0.398,0.54,0.938,,,,,,,,,,,,
13,No,0,AL03,Batter,1,AL,2003,Jason Giambi,NYY,36.0,1.0,9%,4.8,156.0,535.0,97.0,134.0,41.0,107.0,2.0,129.0,0.25,0.412,0.527,0.939,,,,,,,,,,,,
14,No,0,AL03,Batter,1,AL,2003,Garret Anderson,ANA,35.0,0.0,9%,4.0,159.0,638.0,80.0,201.0,29.0,116.0,6.0,31.0,0.315,0.345,0.541,0.885,,,,,,,,,,,,
15,No,0,AL03,Pitcher,0,AL,2003,Keith Foulke,OAK,20.0,0.0,5%,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.0,1.0,2.08,0.888,72.0,0.0,43.0,86.2,57.0,10.0,20.0,88.0
16,No,0,AL03,Batter,1,AL,2003,Frank Thomas,CHW,20.0,0.0,5%,4.3,153.0,546.0,87.0,146.0,42.0,105.0,0.0,100.0,0.267,0.39,0.562,0.952,,,,,,,,,,,,
17,No,0,AL03,Batter,1,AL,2003,Eric Chavez,OAK,18.0,0.0,5%,5.3,156.0,588.0,94.0,166.0,29.0,101.0,8.0,62.0,0.282,0.35,0.514,0.864,,,,,,,,,,,,
18,No,0,AL03,Batter,1,AL,2003,Carlos Lee,CHW,16.0,0.0,4%,3.2,158.0,623.0,100.0,181.0,31.0,113.0,18.0,37.0,0.291,0.331,0.499,0.83,,,,,,,,,,,,
19,No,0,AL03,Batter,1,AL,2003,Magglio Ordóñez,CHW,16.0,0.0,4%,5.6,160.0,606.0,95.0,192.0,29.0,99.0,9.0,57.0,0.317,0.38,0.546,0.926,,,,,,,,,,,,
20,No,0,AL03,Batter,1,AL,2003,Alfonso Soriano,NYY,15.0,0.0,4%,5.4,156.0,682.0,114.0,198.0,38.0,91.0,35.0,38.0,0.29,0.338,0.525,0.863,,,,,,,,,,,,
21,No,0,AL03,Batter,1,AL,2003,Derek Jeter,NYY,10.0,0.0,3%,3.6,119.0,482.0,87.0,156.0,10.0,52.0,11.0,43.0,0.324,0.393,0.45,0.844,,,,,,,,,,,,
22,No,0,AL03,Pitcher,0,AL,2003,Pedro Martinez,BOS,7.0,0.0,2%,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,2.22,1.039,29.0,29.0,0.0,186.2,147.0,7.0,47.0,206.0
23,No,0,AL03,Batter,1,AL,2003,Ichiro Suzuki,SEA,6.0,0.0,2%,5.6,159.0,679.0,111.0,212.0,13.0,62.0,34.0,36.0,0.312,0.352,0.436,0.788,,,,,,,,,,,,
24,No,0,AL03,Batter,1,AL,2003,Aubrey Huff,TBD,4.0,0.0,1%,4.0,162.0,636.0,91.0,198.0,34.0,107.0,2.0,53.0,0.311,0.367,0.555,0.922,,,,,,,,,,,,
25,No,0,AL03,Pitcher,0,AL,2003,Esteban Loaiza,CHW,4.0,0.0,1%,7.2,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,21.0,9.0,2.9,1.113,34.0,34.0,0.0,226.1,196.0,17.0,56.0,207.0
26,No,0,AL03,Batter,1,AL,2003,Jason Varitek,BOS,4.0,0.0,1%,3.0,142.0,451.0,63.0,123.0,25.0,85.0,3.0,51.0,0.273,0.351,0.512,0.863,,,,,,,,,,,,
27,No,0,AL03,Pitcher,0,AL,2003,Mariano Rivera,NYY,3.0,0.0,1%,3.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,1.66,1.005,64.0,0.0,40.0,70.2,61.0,3.0,10.0,63.0
1,Yes,1,NL03,Batter,1,NL,2003,Barry Bonds,SFG,426.0,28.0,95%,9.2,130.0,390.0,111.0,133.0,45.0,90.0,7.0,148.0,0.341,0.529,0.749,1.278,,,,,,,,,,,,
2,No,0,NL03,Batter,1,NL,2003,Albert Pujols,STL,303.0,3.0,68%,8.7,157.0,591.0,137.0,212.0,43.0,124.0,5.0,79.0,0.359,0.439,0.667,1.106,,,,,,,,,,,,
3,No,0,NL03,Batter,1,NL,2003,Gary Sheffield,ATL,247.0,1.0,55%,6.8,155.0,576.0,126.0,190.0,39.0,132.0,18.0,86.0,0.33,0.419,0.604,1.023,,,,,,,,,,,,
4,No,0,NL03,Batter,1,NL,2003,Jim Thome,PHI,203.0,0.0,45%,4.7,159.0,578.0,111.0,154.0,47.0,131.0,0.0,111.0,0.266,0.385,0.573,0.958,,,,,,,,,,,,
5,No,0,NL03,Batter,1,NL,2003,Javy López,ATL,159.0,0.0,35%,6.8,129.0,457.0,89.0,150.0,43.0,109.0,0.0,33.0,0.328,0.378,0.687,1.065,,,,,,,,,,,,
6,No,0,NL03,Pitcher,0,NL,2003,Éric Gagné,LAD,143.0,0.0,32%,3.7,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,1.2,0.692,77.0,0.0,55.0,82.1,37.0,2.0,20.0,137.0
7,No,0,NL03,Batter,1,NL,2003,Todd Helton,COL,75.0,0.0,17%,6.3,160.0,583.0,135.0,209.0,33.0,117.0,0.0,111.0,0.358,0.458,0.63,1.088,,,,,,,,,,,,
8,No,0,NL03,Batter,1,NL,2003,Sammy Sosa,CHC,53.0,0.0,12%,2.7,137.0,517.0,99.0,144.0,40.0,103.0,0.0,62.0,0.279,0.358,0.553,0.911,,,,,,,,,,,,
9,No,0,NL03,Pitcher,0,NL,2003,Mark Prior,CHC,44.0,0.0,10%,7.9,31.0,72.0,6.0,18.0,1.0,6.0,0.0,2.0,0.25,0.27,0.347,0.617,18.0,6.0,2.43,1.103,30.0,30.0,0.0,211.1,183.0,15.0,50.0,245.0
10,No,0,NL03,Batter,1,NL,2003,Juan Pierre,FLA,39.0,0.0,9%,3.5,162.0,668.0,100.0,204.0,1.0,41.0,65.0,55.0,0.305,0.361,0.373,0.734,,,,,,,,,,,,
11,No,0,NL03,Batter,1,NL,2003,Mike Lowell,FLA,30.0,0.0,7%,2.8,130.0,492.0,76.0,136.0,32.0,105.0,3.0,56.0,0.276,0.35,0.53,0.881,,,,,,,,,,,,
12,No,0,NL03,Batter,1,NL,2003,Richie Sexson,MIL,21.0,0.0,5%,3.2,162.0,606.0,97.0,165.0,45.0,124.0,2.0,98.0,0.272,0.379,0.548,0.927,,,,,,,,,,,,
13,No,0,NL03,Batter,1,NL,2003,Andruw Jones,ATL,15.0,0.0,3%,4.9,156.0,595.0,101.0,165.0,36.0,116.0,4.0,53.0,0.277,0.338,0.513,0.851,,,,,,,,,,,,
14,No,0,NL03,Batter,1,NL,2003,Jeff Bagwell,HOU,14.0,0.0,3%,4.1,160.0,605.0,109.0,168.0,39.0,100.0,11.0,88.0,0.278,0.373,0.524,0.897,,,,,,,,,,,,
15,No,0,NL03,Batter,1,NL,2003,Édgar Rentería,STL,13.0,0.0,3%,5.6,157.0,587.0,96.0,194.0,13.0,100.0,34.0,65.0,0.33,0.394,0.48,0.874,,,,,,,,,,,,
16,No,0,NL03,Batter,1,NL,2003,Preston Wilson,COL,12.0,0.0,3%,2.6,155.0,600.0,94.0,169.0,36.0,141.0,14.0,54.0,0.282,0.343,0.537,0.88,,,,,,,,,,,,
17,No,0,NL03,Batter,1,NL,2003,Vladimir Guerrero,MON,10.0,0.0,2%,3.2,112.0,394.0,71.0,130.0,25.0,79.0,9.0,63.0,0.33,0.426,0.586,1.012,,,,,,,,,,,,
18,No,0,NL03,Batter,1,NL,2003,Marcus Giles,ATL,9.0,0.0,2%,7.9,145.0,551.0,101.0,174.0,21.0,69.0,14.0,59.0,0.316,0.39,0.526,0.917,,,,,,,,,,,,
19,No,0,NL03,Batter,1,NL,2003,Richard Hidalgo,HOU,9.0,0.0,2%,5.7,141.0,514.0,91.0,159.0,28.0,88.0,9.0,58.0,0.309,0.385,0.572,0.957,,,,,,,,,,,,
20,No,0,NL03,Pitcher,0,NL,2003,John Smoltz,ATL,9.0,0.0,2%,3.2,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.12,0.87,62.0,0.0,45.0,64.1,48.0,2.0,8.0,73.0
21,No,0,NL03,Batter,1,NL,2003,Luis Castillo,FLA,8.0,0.0,2%,4.4,152.0,595.0,99.0,187.0,6.0,39.0,21.0,63.0,0.314,0.381,0.397,0.778,,,,,,,,,,,,
22,No,0,NL03,Pitcher,0,NL,2003,Jason Schmidt,SFG,7.0,0.0,2%,6.0,28.0,61.0,2.0,4.0,0.0,0.0,0.0,2.0,0.066,0.095,0.066,0.161,17.0,5.0,2.34,0.953,29.0,29.0,0.0,207.2,152.0,14.0,46.0,208.0
23,No,0,NL03,Batter,1,NL,2003,Iván Rodríguez,FLA,5.0,0.0,1%,4.5,144.0,511.0,90.0,152.0,16.0,85.0,10.0,55.0,0.297,0.369,0.474,0.843,,,,,,,,,,,,
24,No,0,NL03,Pitcher,0,NL,2003,Billy Wagner,HOU,5.0,0.0,1%,3.4,73.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.333,1.0,4.0,1.78,0.872,78.0,0.0,44.0,86.0,52.0,8.0,23.0,105.0
25,No,0,NL03,Batter,1,NL,2003,Luis Gonzalez,ARI,4.0,0.0,1%,3.2,156.0,579.0,92.0,176.0,26.0,104.0,5.0,94.0,0.304,0.402,0.532,0.934,,,,,,,,,,,,
26,No,0,NL03,Batter,1,NL,2003,Chipper Jones,ATL,4.0,0.0,1%,4.4,153.0,555.0,103.0,169.0,27.0,106.0,2.0,94.0,0.305,0.402,0.517,0.92,,,,,,,,,,,,
27,No,0,NL03,Batter,1,NL,2003,Bobby Abreu,PHI,3.0,0.0,1%,5.4,158.0,577.0,99.0,173.0,20.0,101.0,22.0,109.0,0.3,0.409,0.468,0.877,,,,,,,,,,,,
28,No,0,NL03,Batter,1,NL,2003,Miguel Cabrera,FLA,3.0,0.0,1%,0.6,87.0,314.0,39.0,84.0,12.0,62.0,0.0,25.0,0.268,0.325,0.468,0.793,,,,,,,,,,,,
29,No,0,NL03,Batter,1,NL,2003,Jim Edmonds,STL,3.0,0.0,1%,6.0,137.0,447.0,89.0,123.0,39.0,89.0,1.0,77.0,0.275,0.385,0.617,1.002,,,,,,,,,,,,
30,No,0,NL03,Batter,1,NL,2003,Mark Grudzielanek,CHC,3.0,0.0,1%,2.3,121.0,481.0,73.0,151.0,3.0,38.0,6.0,30.0,0.314,0.366,0.416,0.782,,,,,,,,,,,,
31,No,0,NL03,Batter,1,NL,2003,Derrek Lee,FLA,3.0,0.0,1%,2.9,155.0,539.0,91.0,146.0,31.0,92.0,21.0,88.0,0.271,0.379,0.508,0.888,,,,,,,,,,,,
32,No,0,NL03,Pitcher,0,NL,2003,Russ Ortiz,ATL,3.0,0.0,1%,3.2,33.0,70.0,6.0,18.0,2.0,10.0,0.0,4.0,0.257,0.303,0.4,0.703,21.0,7.0,3.81,1.314,34.0,34.0,0.0,212.1,177.0,17.0,102.0,149.0
33,No,0,NL03,Batter,1,NL,2003,Rafael Furcal,ATL,2.0,0.0,0%,4.9,156.0,664.0,130.0,194.0,15.0,61.0,25.0,60.0,0.292,0.352,0.443,0.794,,,,,,,,,,,,
34,No,0,NL03,Pitcher,0,NL,2003,Dontrelle Willis,FLA,1.0,0.0,0%,4.4,27.0,58.0,2.0,14.0,1.0,4.0,0.0,3.0,0.241,0.279,0.328,0.606,14.0,6.0,3.3,1.282,27.0,27.0,0.0,160.2,148.0,13.0,58.0,142.0
1,Yes,1,AL04,Batter,1,AL,2004,Vladimir Guerrero,ANA,354.0,21.0,90%,5.6,156.0,612.0,124.0,206.0,39.0,126.0,15.0,52.0,0.337,0.391,0.598,0.989,,,,,,,,,,,,
2,No,0,AL04,Batter,1,AL,2004,Gary Sheffield,NYY,254.0,5.0,65%,4.2,154.0,573.0,117.0,166.0,36.0,121.0,5.0,92.0,0.29,0.393,0.534,0.927,,,,,,,,,,,,
3,No,0,AL04,Batter,1,AL,2004,Manny Ramirez,BOS,238.0,1.0,61%,4.1,152.0,568.0,108.0,175.0,43.0,130.0,2.0,82.0,0.308,0.397,0.613,1.009,,,,,,,,,,,,
4,No,0,AL04,Batter,1,AL,2004,David Ortiz,BOS,174.0,1.0,44%,4.3,150.0,582.0,94.0,175.0,41.0,139.0,0.0,75.0,0.301,0.38,0.603,0.983,,,,,,,,,,,,
5,No,0,AL04,Batter,1,AL,2004,Miguel Tejada,BAL,123.0,0.0,31%,7.4,162.0,653.0,107.0,203.0,34.0,150.0,4.0,48.0,0.311,0.36,0.534,0.894,,,,,,,,,,,,
6,No,0,AL04,Pitcher,0,AL,2004,Johan Santana,MIN,117.0,0.0,30%,8.8,2.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,0.375,0.375,0.375,0.75,20.0,6.0,2.61,0.921,34.0,34.0,0.0,228.0,156.0,24.0,54.0,265.0
7,No,0,AL04,Batter,1,AL,2004,Ichiro Suzuki,SEA,98.0,0.0,25%,9.2,161.0,704.0,101.0,262.0,8.0,60.0,36.0,49.0,0.372,0.414,0.455,0.869,,,,,,,,,,,,
8,No,0,AL04,Batter,1,AL,2004,Michael Young,TEX,92.0,0.0,23%,1.9,160.0,690.0,114.0,216.0,22.0,99.0,12.0,44.0,0.313,0.353,0.483,0.836,,,,,,,,,,,,
9,No,0,AL04,Pitcher,0,AL,2004,Mariano Rivera,NYY,61.0,0.0,16%,4.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,1.94,1.081,74.0,0.0,53.0,78.2,65.0,3.0,20.0,66.0
10,No,0,AL04,Batter,1,AL,2004,Iván Rodríguez,DET,34.0,0.0,9%,4.5,135.0,527.0,72.0,176.0,19.0,86.0,7.0,41.0,0.334,0.383,0.51,0.893,,,,,,,,,,,,
11,No,0,AL04,Pitcher,0,AL,2004,Curt Schilling,BOS,14.0,0.0,4%,7.7,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.143,0.143,0.143,0.286,21.0,6.0,3.26,1.063,32.0,32.0,0.0,226.2,206.0,23.0,35.0,203.0
12,No,0,AL04,Pitcher,0,AL,2004,Joe Nathan,MIN,12.0,0.0,3%,3.9,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.62,0.982,73.0,0.0,44.0,72.1,48.0,3.0,23.0,89.0
13,No,0,AL04,Batter,1,AL,2004,Derek Jeter,NYY,11.0,0.0,3%,4.2,154.0,643.0,111.0,188.0,23.0,78.0,23.0,46.0,0.292,0.352,0.471,0.823,,,,,,,,,,,,
14,No,0,AL04,Batter,1,AL,2004,Mark Kotsay,OAK,8.0,0.0,2%,4.6,148.0,606.0,78.0,190.0,15.0,63.0,8.0,55.0,0.314,0.37,0.459,0.829,,,,,,,,,,,,
15,No,0,AL04,Batter,1,AL,2004,Alex Rodriguez,NYY,8.0,0.0,2%,7.6,155.0,601.0,112.0,172.0,36.0,106.0,28.0,80.0,0.286,0.375,0.512,0.888,,,,,,,,,,,,
16,No,0,AL04,Batter,1,AL,2004,Johnny Damon,BOS,7.0,0.0,2%,4.3,150.0,621.0,123.0,189.0,20.0,94.0,19.0,76.0,0.304,0.38,0.477,0.857,,,,,,,,,,,,
17,No,0,AL04,Batter,1,AL,2004,Paul Konerko,CHW,7.0,0.0,2%,2.3,155.0,563.0,84.0,156.0,41.0,117.0,1.0,69.0,0.277,0.359,0.535,0.894,,,,,,,,,,,,
18,No,0,AL04,Batter,1,AL,2004,Hank Blalock,TEX,5.0,0.0,1%,4.6,159.0,624.0,107.0,172.0,32.0,110.0,2.0,75.0,0.276,0.355,0.5,0.855,,,,,,,,,,,,
19,No,0,AL04,Batter,1,AL,2004,Melvin Mora,BAL,5.0,0.0,1%,5.6,140.0,550.0,111.0,187.0,27.0,104.0,11.0,66.0,0.34,0.419,0.562,0.981,,,,,,,,,,,,
20,No,0,AL04,Batter,1,AL,2004,Mark Teixeira,TEX,5.0,0.0,1%,4.6,145.0,545.0,101.0,153.0,38.0,112.0,4.0,68.0,0.281,0.37,0.56,0.929,,,,,,,,,,,,
21,No,0,AL04,Batter,1,AL,2004,Torii Hunter,MIN,4.0,0.0,1%,4.2,138.0,520.0,79.0,141.0,23.0,81.0,21.0,40.0,0.271,0.33,0.475,0.805,,,,,,,,,,,,
22,No,0,AL04,Batter,1,AL,2004,Víctor Martínez,CLE,4.0,0.0,1%,3.7,141.0,520.0,77.0,147.0,23.0,108.0,0.0,60.0,0.283,0.359,0.492,0.851,,,,,,,,,,,,
23,No,0,AL04,Batter,1,AL,2004,Erubiel Durazo,OAK,3.0,0.0,1%,3.4,142.0,511.0,80.0,164.0,22.0,88.0,3.0,56.0,0.321,0.396,0.523,0.919,,,,,,,,,,,,
24,No,0,AL04,Pitcher,0,AL,2004,Francisco Cordero,TEX,2.0,0.0,1%,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,2.13,1.284,67.0,0.0,49.0,71.2,60.0,1.0,32.0,79.0
25,No,0,AL04,Batter,1,AL,2004,Chone Figgins,ANA,2.0,0.0,1%,2.7,148.0,577.0,83.0,171.0,5.0,60.0,34.0,49.0,0.296,0.35,0.419,0.77,,,,,,,,,,,,
26,No,0,AL04,Batter,1,AL,2004,Lew Ford,MIN,2.0,0.0,1%,4.5,154.0,569.0,89.0,170.0,15.0,72.0,20.0,67.0,0.299,0.381,0.446,0.827,,,,,,,,,,,,
27,No,0,AL04,Batter,1,AL,2004,Carlos Guillén,DET,2.0,0.0,1%,4.6,136.0,522.0,97.0,166.0,20.0,97.0,12.0,52.0,0.318,0.379,0.542,0.921,,,,,,,,,,,,
28,No,0,AL04,Batter,1,AL,2004,Travis Hafner,CLE,2.0,0.0,1%,5.0,140.0,482.0,96.0,150.0,28.0,109.0,3.0,68.0,0.311,0.41,0.583,0.993,,,,,,,,,,,,
29,No,0,AL04,Batter,1,AL,2004,Hideki Matsui,NYY,2.0,0.0,1%,5.0,162.0,584.0,109.0,174.0,31.0,108.0,3.0,88.0,0.298,0.39,0.522,0.912,,,,,,,,,,,,
30,No,0,AL04,Batter,1,AL,2004,Eric Chavez,OAK,1.0,0.0,0%,5.5,125.0,475.0,87.0,131.0,29.0,77.0,6.0,95.0,0.276,0.397,0.501,0.898,,,,,,,,,,,,
31,No,0,AL04,Batter,1,AL,2004,Jason Varitek,BOS,1.0,0.0,0%,4.0,137.0,463.0,67.0,137.0,18.0,73.0,10.0,62.0,0.296,0.39,0.482,0.872,,,,,,,,,,,,
1,Yes,1,NL04,Batter,1,NL,2004,Barry Bonds,SFG,407.0,24.0,91%,10.6,147.0,373.0,129.0,135.0,45.0,101.0,6.0,232.0,0.362,0.609,0.812,1.422,,,,,,,,,,,,
2,No,0,NL04,Batter,1,NL,2004,Adrian Beltré,LAD,311.0,6.0,69%,9.6,156.0,598.0,104.0,200.0,48.0,121.0,7.0,53.0,0.334,0.388,0.629,1.017,,,,,,,,,,,,
3,No,0,NL04,Batter,1,NL,2004,Albert Pujols,STL,247.0,1.0,55%,8.5,154.0,592.0,133.0,196.0,46.0,123.0,5.0,84.0,0.331,0.415,0.657,1.072,,,,,,,,,,,,
4,No,0,NL04,Batter,1,NL,2004,Scott Rolen,STL,226.0,1.0,50%,9.2,142.0,500.0,109.0,157.0,34.0,124.0,4.0,72.0,0.314,0.409,0.598,1.007,,,,,,,,,,,,
5,No,0,NL04,Batter,1,NL,2004,Jim Edmonds,STL,160.0,0.0,36%,7.2,153.0,498.0,102.0,150.0,42.0,111.0,8.0,101.0,0.301,0.418,0.643,1.061,,,,,,,,,,,,
6,No,0,NL04,Batter,1,NL,2004,J.D. Drew,ATL,114.0,0.0,25%,8.3,145.0,518.0,118.0,158.0,31.0,93.0,12.0,118.0,0.305,0.436,0.569,1.006,,,,,,,,,,,,
7,No,0,NL04,Batter,1,NL,2004,Lance Berkman,HOU,100.0,0.0,22%,6.0,160.0,544.0,104.0,172.0,30.0,106.0,9.0,127.0,0.316,0.45,0.566,1.016,,,,,,,,,,,,
8,No,0,NL04,Pitcher,0,NL,2004,Roger Clemens,HOU,61.0,0.0,14%,5.4,32.0,72.0,1.0,12.0,0.0,7.0,0.0,3.0,0.167,0.2,0.181,0.381,18.0,4.0,2.98,1.157,33.0,33.0,0.0,214.1,169.0,15.0,79.0,218.0
9,No,0,NL04,Batter,1,NL,2004,Mark Loretta,SDP,50.0,0.0,11%,6.0,154.0,620.0,108.0,208.0,16.0,76.0,5.0,58.0,0.335,0.391,0.495,0.886,,,,,,,,,,,,
10,No,0,NL04,Batter,1,NL,2004,Aramis Ramírez,CHC,42.0,0.0,9%,4.4,145.0,547.0,99.0,174.0,36.0,103.0,0.0,49.0,0.318,0.373,0.578,0.951,,,,,,,,,,,,
11,No,0,NL04,Pitcher,0,NL,2004,Éric Gagné,LAD,30.0,0.0,7%,2.2,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.19,0.911,70.0,0.0,45.0,82.1,53.0,5.0,22.0,114.0
12,No,0,NL04,Batter,1,NL,2004,Carlos Beltrán,HOU,20.0,0.0,4%,4.5,90.0,333.0,70.0,86.0,23.0,53.0,28.0,55.0,0.258,0.368,0.559,0.926,,,,,,,,,,,,
13,No,0,NL04,Batter,1,NL,2004,Jeff Kent,HOU,18.0,0.0,4%,4.0,145.0,540.0,96.0,156.0,27.0,107.0,7.0,49.0,0.289,0.348,0.531,0.88,,,,,,,,,,,,
14,No,0,NL04,Batter,1,NL,2004,Moisés Alou,CHC,15.0,0.0,3%,4.0,155.0,601.0,106.0,176.0,39.0,106.0,3.0,68.0,0.293,0.361,0.557,0.919,,,,,,,,,,,,
15,No,0,NL04,Batter,1,NL,2004,Steve Finley,TOT,15.0,0.0,3%,3.2,162.0,628.0,92.0,170.0,36.0,94.0,9.0,61.0,0.271,0.333,0.49,0.823,,,,,,,,,,,,
16,No,0,NL04,Batter,1,NL,2004,Todd Helton,COL,9.0,0.0,2%,8.3,154.0,547.0,115.0,190.0,32.0,96.0,3.0,127.0,0.347,0.469,0.62,1.088,,,,,,,,,,,,
